Date,RM,SMB,HML,MOM,CG,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25
2004-05-01,1.18,-0.23,-0.18,1.49,0.5,-1.9415,-0.5408,-0.202,-0.6881,0.6262,1.031,2.0528,1.215,1.7126,2.317,1.5702,2.0349,1.7678,1.6523,1.542,1.3069,2.212,2.2825,1.7929,4.1238,0.8196,2.0017,1.1705,0.1021,1.2395
2004-06-01,1.85,2.25,1.21,2.08,-0.5,0.7177,4.5148,4.3384,3.5753,4.011,3.651,5.1496,5.7328,5.3438,7.6229,2.0134,4.5572,2.4953,1.3599,3.8917,1.1975,3.2312,1.9338,3.383,4.2538,1.8121,0.6889,0.4304,2.9127,2.2546
2004-07-01,-4.04,-3.76,3.22,-2.24,0.9,-12.7477,-7.335,-7.2123,-5.5515,-4.394,-8.6108,-8.6744,-4.8954,-5.2924,-4.516,-9.122,-5.711,-3.6465,-3.4099,-3.71,-6.7241,-5.0581,-3.4783,-5.5648,-3.4968,-4.9003,-0.6372,-1.6015,-2.805,-0.891
2004-08-01,0.07,-1.52,1.08,-1.55,0.4,-1.7682,-0.3012,-0.9774,-1.4562,-1.783,-4.6554,-1.5615,-0.5476,0.8433,1.0527,-2.819,-0.4198,0.3747,1.0498,-2.1999,-0.817,-1.2317,0.3457,0.3941,0.7682,-0.2658,1.4963,1.268,0.9963,-0.1083
2004-09-01,1.6,3.01,-0.05,5.48,0.6,4.7611,4.8783,4.5352,4.9058,3.692,8.0857,6.2614,5.6014,3.9344,3.7159,4.1849,4.1571,3.758,2.8896,4.8861,3.0858,3.057,5.1261,3.1347,2.3898,0.1398,1.2459,2.4442,1.8358,3.6059
2004-10-01,1.42,0.13,-0.26,-1.43,0.2,1.7057,2.4034,2.5669,1.2825,0.4364,3.3909,3.0829,1.1189,0.853,2.3106,1.5865,3.573,2.3354,0.0218,2.3197,3.2467,2.8977,2.1364,1.7625,-0.5441,1.3629,0.6077,2.7675,0.6215,2.5479
2004-11-01,4.53,3.74,1.57,3.08,0.2,10.7598,8.6444,8.688,7.9837,8.7571,7.204,9.4274,9.4765,9.1776,9.6158,7.0181,5.7565,7.9859,6.2985,9.4864,5.7641,7.3675,6.7527,6.8522,7.6987,3.0976,4.2539,5.2173,3.649,6.0568
2004-12-01,3.42,-0.03,-0.23,-2.85,0.7,5.1335,4.6153,4.4043,2.9818,5.7606,3.6587,3.6132,2.3643,2.4728,3.201,5.405,3.3627,2.1644,1.9101,2.6288,4.4139,4.1702,4.2087,4.0389,3.6715,3.7549,2.3639,2.4883,5.5069,2.7737
2005-01-01,-2.75,-1.66,2.06,2.96,-0.2,-6.0829,-4.3526,-4.2344,-3.341,-1.2652,-5.4753,-4.2211,-2.1563,-2.7738,-2.8424,-3.4137,-3.957,-3.7222,-0.2737,-2.8703,-3.0284,-3.5636,-2.6435,-1.9331,-2.5934,-3.0397,-1.9596,-1.1508,-1.9184,0.3743
2005-02-01,1.88,-0.57,1.41,3.43,0.4,-1.2593,0.0042,-0.2707,0.7485,3.0388,2.6049,1.9304,3.6189,3.2901,1.9104,1.0554,2.2888,2.8345,1.669,4.0613,2.1747,2.3317,3.7497,2.623,3.1614,0.9443,4.4574,2.2981,0.719,4.8745
2005-03-01,-1.94,-1.41,2.07,0.43,0.2,-6.1515,-2.3013,-3.1318,-2.8362,-2.7136,-4.1894,-2.4231,-2.6622,-0.477,-0.3155,-1.7385,-2.1607,-2.3049,-2.394,-0.9626,-1.9634,-0.9139,0.1085,-1.217,-0.9866,-1.1065,-3.8896,-0.6996,-0.145,-0.3397
2005-04-01,-2.61,-3.93,0.05,-0.68,0.6,-6.0809,-6.2852,-5.6095,-6.2631,-6.1546,-7.698,-6.1401,-6.2841,-6.1171,-4.9499,-5.1444,-4.5614,-5.2523,-4.2431,-4.8389,-4.1227,-4.4648,-4.7964,-3.0435,-1.9362,-1.1429,-1.8884,-2.6892,-1.1919,-2.6223
2005-05-01,3.65,2.86,-0.58,0.37,-0.1,6.8352,6.6383,5.168,4.1377,4.7744,9.2765,8.1476,7.3545,5.5201,7.0837,6.213,6.1437,5.4294,4.3135,7.0889,6.0761,6.1465,4.5914,6.1746,5.3844,3.8695,2.0884,1.9763,2.5259,4.2173
2005-06-01,0.58,2.56,2.8,2.07,0.9,4.0605,3.8465,3.6357,4.433,5.46,2.0816,4.2964,4.1257,4.3139,5.3116,1.7145,2.8144,2.7063,4.1182,3.7036,1.1638,2.4174,3.6138,4.4086,3.1262,-1.6382,1.1376,2.1385,1.3843,3.2833
2005-07-01,3.92,2.87,-0.78,0.03,0.7,7.5029,8.2304,6.7144,6.7527,6.8305,7.3091,6.6324,7.8346,5.9883,5.5394,4.8272,6.5473,6.0204,5.738,3.4987,6.1929,5.3732,5.1743,5.6587,4.2093,4.5205,3.2195,1.9177,2.4423,4.1912
2005-08-01,-1.2,-1.07,1.34,2.07,-0.4,-2.8379,-0.7941,-1.1655,-1.0736,-0.5257,-2.1775,-1.4341,-1.1084,-2.218,-1.6476,-2.4703,-0.775,-0.8828,-1.0373,-1.0382,-2.2283,0.0355,0.3252,1.6249,-1.7582,-1.491,-1.095,-0.2886,0.5429,-0.1655
2005-09-01,0.48,-0.62,0.78,3.46,-0.4,1.1286,1.8018,0.4171,1.0545,-0.736,-0.0556,1.6798,1.0717,-0.6558,1.3446,-0.5922,2.279,1.2168,-0.5179,0.76,0.3279,0.5007,1.5753,2.9628,2.2153,-0.3467,1.1629,2.2896,0.9441,2.2612
2005-10-01,-2.04,-1.3,0.43,-1.19,0.3,-3.6311,-3.9575,-2.4892,-2.3914,-2.065,-3.8487,-2.0127,-2.7971,-3.5634,-2.0798,-3.0863,-4.3903,-2.045,-3.7951,-3.2405,-1.0379,-3.4318,-2.5524,-4.426,-3.0124,-0.1062,-3.3763,-1.7075,-1.0057,-1.0033
2005-11-01,3.61,1.05,-1.19,0.34,0.3,5.1521,4.0093,4.641,4.2299,3.8215,5.1733,4.6025,4.8676,5.2392,4.2441,7.0846,6.5966,3.9608,4.5723,1.5152,5.0293,4.765,3.6399,4.0781,4.0803,3.6202,4.1767,3.6952,3.3008,2.4187
2005-12-01,-0.24,-0.44,0.15,0.78,0.4,-0.2964,0.1906,-0.354,-0.1623,0.8534,0.2661,-0.811,-0.3283,-0.6639,-0.8912,0.9571,0.5299,0.3385,0.4646,-0.7614,0.2886,1.6101,2.0014,1.7346,0.6206,-0.7783,-0.1557,1.0564,0.8047,-0.4829
2006-01-01,3.03,5.46,0.99,2.52,0.5,11.8557,9.142,8.3354,8.326,8.5155,7.4154,9.3307,9.6336,9.5733,7.4513,6.0338,7.9971,7.5303,6.4627,6.0167,4.8967,5.2107,5.0467,4.0274,3.9708,0.9438,3.2507,2.3163,3.7818,3.6752
2006-02-01,-0.3,-0.41,-0.31,-1.78,0.2,-0.4702,0.5552,0.4613,-0.6983,0.0018,-0.2083,-0.4839,-0.5973,-0.5658,-0.544,0.3179,-1.2197,-0.2501,-2.4164,-0.5179,0.512,-0.029,-0.8721,-1.7219,1.7797,0.0273,0.3678,0.4989,0.5894,-0.9413
2006-03-01,1.47,3.39,0.61,1.26,0.2,3.9184,4.6883,4.7858,5.285,6.7277,3.178,4.8496,7.2848,4.1136,4.6131,4.8134,4.3853,3.0855,2.0267,1.8523,3.2044,2.3422,3.182,2.3497,2.0725,0.7307,2.1372,1.4528,0.8499,0.8793
2006-04-01,0.73,-1.38,2.26,0.6,0.2,-0.921,-1.4898,-0.6398,1.0327,1.4334,-0.4429,1.9252,2.1519,-0.1088,1.1347,-1.0052,-0.5174,1.7618,1.1781,1.3206,0.7399,1.1305,0.7961,1.7405,3.533,-0.5825,1.7665,1.7536,2.942,5.0951
2006-05-01,-3.56,-3.01,2.38,-3.66,0.2,-9.5515,-5.9064,-4.7868,-4.2537,-3.9337,-6.1171,-6.5188,-3.9992,-5.0654,-3.2497,-6.2006,-5.2156,-3.5924,-3.191,-2.5718,-4.932,-3.4504,-2.4711,-3.6394,-2.778,-2.7227,-2.9675,-2.2011,-1.3628,-2.4997
2006-06-01,-0.35,-0.35,0.85,1.55,0.1,-0.9939,-0.3598,-1.5192,0.0593,-0.4645,0.1384,1.3343,-0.0319,0.7217,-0.3659,-0.7441,-0.4328,-0.5104,-0.7146,-0.0778,-0.0496,-2.3552,-0.3773,0.5227,-0.8926,0.291,-0.628,0.9864,0.126,1.3364
2006-07-01,-0.77,-3.95,2.62,-2.04,0.6,-5.8865,-3.7399,-3.3577,-2.0751,-2.5019,-5.0777,-4.814,-3.4523,-1.3025,-3.214,-6.4619,-3.23,-3.9623,-1.6192,-1.229,-4.4598,-2.8851,-2.9215,-4.0199,-1.0046,-0.9385,1.3494,2.1818,2.2309,2.6582
2006-08-01,2.03,0.99,-1.95,-3.36,-0.3,3.4115,2.3743,3.2119,2.1837,2.8731,3.1598,2.7686,3.4465,2.9574,1.7435,2.6367,1.9183,2.0352,2.9543,2.776,1.4088,3.3922,1.1556,3.2156,2.6633,3.7309,2.6884,2.03,0.1135,0.0149
2006-09-01,1.84,-1.3,0.06,-0.98,0.6,-0.0407,0.2562,0.0635,0.3739,2.151,0.2434,1.3895,1.1682,2.0376,0.9915,1.5864,0.4524,1.8769,0.609,0.4705,2.0066,2.4218,0.9874,1.8639,0.7684,2.428,2.8403,2.1738,2.186,4.369
2006-10-01,3.22,1.77,-0.33,-0.25,0.4,7.0895,6.1505,6.0783,4.9319,4.9718,6.4378,5.6235,4.5238,4.4848,5.2177,5.6682,4.7896,3.5406,3.5367,5.433,3.8924,4.7542,2.9579,3.8185,2.5981,3.5298,1.8247,3.2205,4.0586,4.4972
2006-11-01,1.7,0.63,0.04,-1.04,0.0,0.9289,3.4991,1.6328,1.884,2.5955,1.9603,2.8331,2.188,3.394,2.3048,3.5174,4.1745,3.8578,3.6102,3.9455,3.7338,3.4832,3.612,2.7247,4.4071,1.2083,2.6382,1.8522,2.0365,0.0382
2006-12-01,0.85,-1.16,2.74,0.79,0.6,0.6886,0.2156,1.5081,2.3143,3.4569,-1.8265,-1.0859,0.8729,0.1546,2.0493,-0.8272,-0.2382,0.9067,0.784,1.128,-1.1043,0.1949,0.0288,1.7219,2.5019,0.1577,1.2685,3.2355,2.6546,3.0808
2007-01-01,1.38,0.09,-0.68,0.17,0.2,1.3796,0.4728,0.0984,0.2396,2.9493,2.319,1.0471,0.7215,0.9406,2.7101,4.6482,2.3301,1.9307,3.4255,1.2427,4.6404,3.2273,2.2439,2.1239,1.1959,2.2586,0.7131,1.2906,0.7813,2.5574
2007-02-01,-1.96,1.23,-0.08,-1.29,0.0,-0.6501,-0.629,-0.8602,-0.6708,-0.0268,-1.0168,-0.2942,0.1147,-1.5732,0.0879,0.5184,0.453,1.6631,0.0379,1.1195,-0.4016,0.2075,0.5564,0.7302,0.2801,-2.4329,-1.3161,-3.2032,-1.0866,-3.0794
2007-03-01,0.71,0.09,-0.88,2.58,0.1,0.3647,0.0718,1.0521,1.361,0.4389,1.0635,1.1379,0.5814,0.7581,-0.7317,2.9306,2.6014,1.5326,0.7283,1.0747,1.131,0.9914,0.8914,-0.1419,3.0396,0.6906,1.163,2.2347,1.1999,-0.1501
2007-04-01,3.49,-2.21,-1.44,-0.16,0.1,3.363,0.885,0.0955,0.1827,1.3643,2.3757,2.5654,1.9523,0.5849,1.7665,4.2568,3.7299,4.5358,2.4707,2.0706,4.2359,4.858,4.8988,3.8608,2.626,5.4791,3.8498,3.881,2.4857,4.8554
2007-05-01,3.23,0.16,-0.59,-0.33,0.1,2.1628,3.4545,2.1827,3.3169,2.5807,3.482,4.2523,4.2293,1.7216,3.6892,7.145,5.1647,5.0959,4.2643,3.4217,4.5587,3.1881,5.2125,4.8647,2.3304,2.7964,4.1678,4.2462,3.0832,2.7065
2007-06-01,-1.96,0.73,-1.05,0.52,0.0,0.2738,-0.3076,-0.9003,-0.4502,-0.1621,-1.3692,-2.0517,-1.1586,-2.3383,-1.7643,-1.0384,-0.2103,-0.4462,-1.3803,-3.3656,-1.156,-1.5924,-2.3176,-3.562,-1.8148,-1.7073,-0.2044,-2.1382,-2.738,-2.0557
2007-07-01,-3.72,-2.66,-3.68,2.84,0.3,-5.5413,-6.91,-6.3068,-6.7971,-8.3893,-4.3843,-6.1311,-4.8532,-7.693,-9.0772,-3.1935,-3.1742,-5.3065,-6.4856,-6.4476,-3.2367,-3.5916,-4.2989,-5.4623,-8.3187,-0.9565,-1.5015,-4.2621,-5.4972,-4.9102
2007-08-01,0.94,-0.11,-1.87,-0.03,0.4,0.9707,1.1167,1.286,1.2776,-3.2134,2.597,2.5257,2.6936,3.3795,-0.659,-0.6059,2.8093,0.3892,0.1118,-2.359,1.3021,0.9963,-1.6869,-1.0648,-1.526,1.8554,2.198,1.8442,1.9048,0.0733
2007-09-01,3.22,-2.25,-2.17,4.43,0.1,2.1203,2.8104,0.4133,0.7159,-1.1713,3.1486,0.8128,0.6363,0.6524,-0.0774,3.5971,3.3693,1.3965,1.731,1.4138,3.7665,3.1243,1.0645,1.3279,0.4549,5.2746,3.4378,2.9494,2.3347,4.2087
2007-10-01,1.79,0.19,-2.87,5.03,0.1,3.594,1.5149,-0.3317,0.7644,-1.3714,3.6882,4.1523,0.5436,2.0716,0.3593,4.5266,2.2577,4.2857,0.0495,3.3119,3.3886,2.852,1.5357,1.8644,-3.2261,3.9369,1.6103,1.1613,0.1754,-0.4339
2007-11-01,-4.8,-2.81,-1.09,1.12,0.2,-9.779,-8.3708,-7.8494,-7.3088,-9.2616,-6.5584,-7.256,-6.3777,-6.4487,-8.3031,-5.3759,-6.7494,-5.6951,-6.2908,-4.5976,-4.3896,-4.2682,-7.3137,-5.1911,-7.0298,-3.1672,-2.289,-5.4787,-4.944,-5.4497
2007-12-01,-0.87,0.11,-0.51,6.56,-0.1,-0.895,1.0694,-1.6297,-0.6353,-1.2055,1.2465,0.0617,0.0541,0.1548,-0.7453,-1.0341,-1.3283,-0.08,-1.2448,-0.6279,-0.133,1.1102,-3.0776,-2.0104,-2.758,-0.2102,-0.9467,-0.8536,-1.7541,1.3015
2008-01-01,-6.33,-1.02,4.0,-7.74,0.0,-11.6559,-8.5608,-7.1048,-4.9211,-4.6723,-9.5052,-6.9801,-7.8213,-2.8729,-4.0557,-6.717,-6.2771,-6.2804,-2.6971,-6.6861,-6.7032,-8.1452,-3.943,-5.4093,-2.7768,-8.11,-5.3208,-4.3223,-2.8298,-4.5518
2008-02-01,-3.09,-0.48,-0.72,6.13,-0.3,-5.5986,-4.0188,-4.6272,-2.5338,-4.1581,-4.8275,-1.342,-1.7686,-3.5297,-3.5164,-2.8626,-1.1858,-2.4806,-0.9811,-2.8964,-0.8137,-1.3758,-2.0014,-3.0103,-5.774,-2.1914,-1.8845,-3.9087,-5.4964,-5.3709
2008-03-01,-0.94,0.71,0.31,4.25,0.2,-3.6698,-1.699,1.4739,0.5012,-0.4168,-0.3851,1.0621,1.5327,2.0204,0.7625,-3.2527,1.1329,-1.3974,-1.462,-0.2871,-0.2437,-2.3204,-2.9214,-2.0112,-0.6884,-0.0961,2.4266,-3.5781,-3.6876,1.1016
2008-04-01,4.61,-1.69,-0.96,-0.33,0.2,3.6623,3.5189,1.1636,0.021,0.9025,3.0813,3.7858,3.3114,2.6063,0.8173,7.2692,7.0586,8.2249,9.7319,7.5475,6.0014,6.6015,6.0415,6.6448,2.7266,4.3995,1.3777,7.3793,3.5346,6.1847
2008-05-01,1.87,2.97,-1.5,3.39,0.2,5.4366,4.7487,2.503,3.2977,2.0496,6.7927,3.3401,8.0616,4.9746,3.417,3.8545,4.0782,6.9048,4.5282,4.0964,4.4324,5.2452,5.1435,4.4411,3.5313,2.8506,0.1806,0.6818,-1.8892,1.8477
2008-06-01,-8.43,1.15,-2.51,12.71,-0.2,-6.2895,-8.6074,-10.8213,-7.2896,-9.9673,-7.6162,-7.1754,-5.8133,-7.9043,-10.4581,-7.3488,-7.2644,-6.196,-9.1514,-4.4866,-5.853,-9.5667,-6.0549,-7.2371,-14.9515,-6.0608,-9.075,-8.4081,-14.3636,-10.0551
2008-07-01,-0.75,2.6,5.2,-5.02,-0.5,5.0142,3.8126,4.9164,7.3934,3.4294,2.3812,2.9105,4.7704,4.3749,5.8205,0.5698,-0.5363,1.8617,0.6913,5.1428,-1.0084,-0.5399,-6.5814,-2.7092,-3.0372,-1.5938,-1.2965,-2.012,3.3512,8.1557
2008-08-01,1.53,3.4,1.52,-4.48,0.0,0.9263,3.6399,2.5024,3.7299,6.3981,4.114,4.0368,4.5501,5.6412,10.5909,2.2447,3.5475,4.7314,2.1546,5.6971,1.0549,2.2086,2.9787,3.9875,1.8661,1.1103,1.4944,2.0175,-0.903,-0.2944
2008-09-01,-9.35,-1.07,5.66,0.86,-0.7,-13.2998,-9.7593,-8.8154,-4.3211,-5.7977,-8.6286,-8.1769,-7.2812,-4.0384,-7.5752,-14.2913,-11.224,-6.9727,-7.2437,-6.9998,-13.7669,-12.5061,-13.1506,-10.1088,-12.06,-9.587,-8.9376,-6.9789,-8.1828,-3.8942
2008-10-01,-17.2,-2.31,-1.89,7.87,-0.2,-24.0,-19.2711,-19.8762,-16.2594,-21.7193,-22.9044,-23.4063,-18.2695,-18.5165,-22.2865,-23.2472,-19.1636,-16.2644,-18.7529,-20.2816,-20.2856,-20.0899,-25.0644,-21.2759,-17.3052,-14.9725,-14.9204,-14.778,-27.5145,-13.6029
2008-11-01,-7.74,-3.01,-6.21,7.28,-0.3,-13.0461,-12.6826,-12.9783,-11.8926,-16.4544,-10.9335,-10.5206,-11.3414,-9.042,-16.4124,-11.2711,-10.1383,-9.1585,-9.2528,-7.2999,-8.167,-8.5608,-8.3422,-7.7313,-16.5836,-5.8485,-5.0584,-6.4679,-14.7353,-17.8234
2008-12-01,1.77,3.52,0.05,-5.09,-0.3,3.5439,6.0708,6.1248,3.0846,3.6858,4.6075,4.7574,7.0918,5.9087,6.7225,6.3214,4.3125,1.7355,2.9929,10.0274,4.6723,6.8104,0.9487,3.5689,2.3643,1.4056,1.2558,0.509,-1.8576,3.74
2009-01-01,-8.09,0.04,-11.02,-2.36,0.5,-6.573,-7.9285,-9.7267,-16.365,-15.1338,-6.5857,-7.1475,-10.5223,-13.7081,-18.0708,-6.5885,-8.6316,-8.1986,-8.6585,-17.3721,-4.6184,-6.4033,-6.5969,-8.8342,-16.0037,-3.4117,-9.02,-10.9206,-19.0638,-13.6171
2009-02-01,-10.14,0.14,-6.6,4.36,-0.4,-11.3833,-10.5913,-12.2488,-13.909,-14.727,-10.3107,-9.2352,-10.9655,-14.4871,-19.0734,-7.1946,-10.3323,-9.8248,-13.1316,-10.9687,-6.433,-8.7238,-10.9864,-12.7396,-14.0188,-7.8654,-10.0818,-12.0819,-19.2075,-12.3725
2009-03-01,9.01,-0.1,3.48,-11.83,-0.4,11.1725,10.6439,10.3258,8.2827,10.1945,9.1164,10.2964,10.3203,8.5675,14.569,9.6521,8.5489,9.9517,8.0853,13.8418,8.0857,9.5914,9.1525,9.6616,10.1221,8.3911,7.9446,9.3904,13.0853,12.194
2009-04-01,10.17,5.4,5.38,-34.34,-0.1,18.4139,16.4034,15.9787,18.0161,17.8501,14.7944,18.6461,15.6401,15.1524,17.5694,14.1403,18.7504,12.7467,15.1366,16.0774,11.2317,13.5992,16.0021,15.3243,17.3536,6.8745,6.9263,11.8806,14.8297,20.2698
2009-05-01,5.21,-2.41,0.41,-12.53,0.1,6.7495,5.2962,5.5161,4.4046,3.3127,5.1228,3.1308,1.9722,1.1847,5.6706,4.0339,0.9433,2.9625,1.6206,-1.559,3.9171,2.2779,3.7358,9.4807,4.2194,4.8259,5.7251,4.8812,7.1385,9.936
2009-06-01,0.42,2.58,-2.76,5.45,0.0,7.4973,5.2237,5.6205,2.1561,3.2395,6.8061,1.994,0.7599,-1.3775,0.1409,1.8892,0.8759,-1.3445,1.5779,-0.1808,1.8233,0.9002,-0.7194,-1.5053,-0.1782,1.6789,-1.4218,-0.1154,-0.7548,-2.7768
2009-07-01,7.74,1.75,4.89,-5.54,0.3,8.4941,7.0936,9.613,9.54,13.6357,6.0501,7.7284,11.276,11.9411,12.752,7.0038,9.6795,10.4592,12.1052,15.4974,8.037,7.4221,9.7228,10.623,11.1296,6.0396,8.97,7.3628,8.4762,9.4536
2009-08-01,3.33,-1.12,7.6,-9.1,0.9,2.7822,1.6349,3.2727,3.8581,10.6279,0.1049,1.9936,1.8261,3.1683,8.553,0.8732,0.9471,4.4499,4.0523,11.9186,2.0976,4.2693,3.016,5.7084,14.8757,1.1983,3.7875,3.1483,7.3364,12.0145
2009-09-01,4.08,2.43,1.15,-4.87,-0.9,4.6964,6.2453,4.6069,6.7657,8.7585,8.0268,7.1111,5.6327,6.7282,7.4776,6.4971,3.915,7.0071,7.6804,8.4471,6.7153,5.6733,5.8877,5.3087,8.6447,3.3712,3.5881,2.6589,4.9073,2.578
2009-10-01,-2.53,-4.26,-4.17,2.49,0.1,-10.6082,-7.5552,-6.387,-7.7308,-8.9552,-7.4844,-5.8895,-5.7813,-8.7658,-10.2887,-5.1004,-3.2017,-5.9369,-6.1387,-10.0081,-4.3351,-2.6912,-4.304,-6.0564,-6.1834,0.3081,-2.0086,-1.9718,-3.6416,-9.4173
2009-11-01,5.63,-2.5,-0.33,0.39,-0.2,0.628,-0.5472,2.5612,1.4592,1.5625,2.4338,1.2499,2.1379,3.4442,5.7268,3.1933,3.3847,2.3802,6.2192,6.8771,4.6889,4.827,4.1185,3.3649,4.2693,7.1598,5.753,3.6706,5.1067,4.2628
2009-12-01,2.8,6.01,-0.11,3.0,0.6,6.1841,8.992,7.6234,8.0694,10.0927,9.3551,9.9759,8.5631,6.9718,8.9416,7.0492,7.0025,7.0221,8.0318,7.7118,6.022,4.4629,7.9608,5.3336,6.1007,0.8826,2.2924,4.0796,1.9867,-3.0737
2010-01-01,-3.35,0.43,0.33,-5.33,-0.2,-4.3132,-5.1905,-4.3596,-3.5444,-0.9807,-3.1729,-2.3572,-1.2698,-3.3993,-3.6509,-3.5218,-3.4321,-4.769,-3.4735,-2.634,-3.5045,-3.9755,-5.1421,-1.6063,-2.1008,-4.2163,-3.5754,-0.4608,-4.576,-2.5788
2010-02-01,3.39,1.18,3.18,3.69,0.4,4.17,4.7194,4.5035,5.4187,7.2253,2.0935,3.0575,2.9275,6.124,5.1675,4.3086,4.3212,4.6643,6.0409,9.1416,5.1436,6.8455,4.2044,3.9705,7.0129,2.5601,2.1349,3.995,4.2404,5.6363
2010-03-01,6.3,1.46,2.19,3.57,0.5,6.9945,6.6186,7.7339,7.3548,9.96,7.0961,7.6436,7.5616,8.0516,11.5472,9.2124,6.4585,9.8893,6.9254,7.7224,8.131,6.9933,7.7997,4.9479,11.9865,4.9912,6.0366,5.7143,6.4139,8.2999
2010-04-01,1.99,4.84,2.96,3.16,0.2,6.5238,7.2093,6.1082,9.5334,11.6809,2.0251,5.6392,4.444,6.8542,7.549,2.8341,5.2832,3.318,7.7386,4.8701,3.6859,3.7045,3.3604,7.0024,5.0752,0.3805,2.6134,1.322,-0.4315,-0.4879
2010-05-01,-7.9,0.13,-2.48,-0.2,0.2,-7.093,-5.3264,-7.2038,-8.9168,-10.5447,-4.7048,-6.191,-7.0163,-9.221,-9.7963,-6.2991,-5.8269,-7.1112,-9.7942,-9.6788,-5.363,-7.8722,-8.5247,-7.0802,-8.1931,-7.4373,-8.2515,-9.0332,-8.1603,-8.0942
2010-06-01,-5.56,-1.79,-4.73,-2.7,0.2,-6.6758,-6.676,-6.9113,-7.0135,-11.898,-5.4356,-5.5755,-6.8843,-9.7759,-12.9903,-5.4008,-6.1082,-7.4809,-7.5086,-12.0849,-4.5037,-6.1631,-7.215,-8.0458,-9.8148,-3.9175,-6.497,-3.2777,-7.1809,-9.3391
2010-07-01,6.92,0.22,-0.5,1.78,0.3,6.2433,4.7175,7.007,6.6637,5.7431,6.8339,7.7993,6.2383,7.1956,6.7564,6.4596,7.2632,5.293,8.227,7.2643,6.8472,6.545,8.0175,8.3602,6.5775,7.278,5.4951,7.5119,7.0441,5.256
2010-08-01,-4.78,-3.01,-1.73,0.04,0.2,-8.7258,-8.745,-8.4305,-9.3653,-9.4128,-6.0162,-7.7616,-7.0258,-7.5184,-7.7279,-4.5313,-6.2351,-7.6411,-6.7788,-6.8715,-4.2705,-4.3733,-5.4603,-3.5147,-6.2591,-3.8498,-4.2686,-1.5882,-6.6003,-8.9274
2010-09-01,9.55,3.82,-3.02,1.38,0.1,11.4688,11.016,12.5856,12.2215,9.945,14.7417,15.0542,12.4433,10.9598,11.652,12.9635,14.5783,12.7639,11.3252,10.9468,12.5133,10.9449,10.3794,7.9603,10.4308,10.2608,8.1186,7.9255,8.1432,7.0281
2010-10-01,3.87,1.08,-2.46,1.46,0.3,7.0555,5.9985,5.7181,5.1453,3.4574,3.9741,4.1146,4.1457,2.9695,2.6181,4.4844,3.0271,5.5671,3.266,4.2157,2.5372,5.0127,3.2938,3.0495,0.3923,4.9795,3.9744,3.9174,2.4271,-0.2918
2010-11-01,0.59,3.67,-0.9,2.73,0.3,0.9259,3.911,5.1476,4.8247,2.8562,3.2961,4.5746,3.646,3.6238,3.7003,3.8744,5.9765,1.5801,4.222,1.5252,4.2841,3.2574,2.5486,1.3214,0.0071,-0.8419,1.8494,-1.1446,0.6779,-3.2976
2010-12-01,6.82,0.72,3.56,-3.0,0.1,10.2916,7.3908,7.4306,8.3393,9.3775,7.1912,6.8614,8.1511,8.1658,10.5387,6.6902,8.4678,8.335,7.3063,7.2778,5.4327,6.894,7.5935,7.023,9.8634,4.7558,5.7702,6.5518,9.1904,13.8773
2011-01-01,1.98,-2.29,0.61,-0.3,0.1,-2.8495,-2.23,-1.3102,-0.8128,-0.8913,0.4548,-0.7402,2.4433,0.1382,1.795,1.9607,1.7507,0.1992,3.3129,0.3289,1.9752,3.4951,1.9241,2.8355,0.2436,1.3503,3.4544,1.6653,3.498,3.3414
2011-02-01,3.48,1.5,1.18,1.88,0.0,2.2389,5.2854,4.6711,4.5129,6.0537,4.6454,8.0027,5.1234,5.615,5.2381,5.6287,6.3235,4.7424,5.4796,4.5846,3.8627,4.1456,4.1181,4.577,3.1537,2.2149,3.3568,4.7518,4.096,3.894
2011-03-01,0.45,2.49,-1.84,3.45,0.3,3.3025,4.1163,1.8166,1.8724,1.414,3.3997,3.4187,2.6708,1.7331,2.6304,4.1931,2.6375,2.891,1.9217,1.4499,1.9061,3.3319,2.2667,2.089,-0.1279,0.3716,-0.8438,1.9246,-1.3689,-3.2137
2011-04-01,2.9,-0.42,-2.44,0.05,-0.1,2.5571,0.4816,0.9124,1.1198,0.4138,3.8392,2.4364,1.5501,2.53,-0.2576,4.0668,3.7008,3.3634,2.9603,2.0015,3.6771,1.6383,1.9959,3.8409,1.7731,3.6679,4.3526,3.2693,0.3115,1.2607
2011-05-01,-1.27,-0.73,-1.85,-0.6,-0.1,-0.8966,-0.924,-1.9035,-4.5123,-2.768,-2.0745,-1.2674,-0.6537,-3.3105,-2.9027,-1.4082,-1.1276,-2.0253,-3.6785,-1.0721,-0.1825,-0.6216,-1.3652,-1.7826,-0.3412,-0.1751,-1.9842,-0.8251,-2.4985,-3.6887
2011-06-01,-1.74,-0.27,-0.2,1.82,0.2,-4.6813,-3.5771,-2.6782,-1.4824,-2.5224,-0.4771,-1.8859,-1.6251,-0.3245,-1.3853,-1.3494,-1.9183,-2.1293,-0.9136,-3.7135,-1.4745,-2.0738,-2.7501,-1.0602,-2.7269,-1.2444,-1.6919,-1.6531,-1.6006,-2.7098
